imagen,cantidad,rutas
2402-744-13958-43747.jpg,2,\\10.18.3.1\home\img_art\2402-744-13958-43747.jpg | \\10.18.3.1\home\img_art\-101\2402-744-13958-43747.jpg
2402-744-13958-46837.jpg,2,\\10.18.3.1\home\img_art\2402-744-13958-46837.jpg | \\10.18.3.1\home\img_art\-101\2402-744-13958-46837.jpg
2402-745-17063-72823.jpg,2,\\10.18.3.1\home\img_art\2402-745-17063-72823.jpg | \\10.18.3.1\home\img_art\-101\2402-745-17063-72823.jpg
2402-745-17063-72828.jpg,2,\\10.18.3.1\home\img_art\2402-745-17063-72828.jpg | \\10.18.3.1\home\img_art\-101\2402-745-17063-72828.jpg
2566-108-9569-35312.jpg,2,\\10.18.3.1\home\img_art\2566-108-9569-35312.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\2566-108-9569-35312.jpg
2566-109-14710-66.jpg,2,\\10.18.3.1\home\img_art\2566-109-14710-66.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\2566-109-14710-66.jpg
2580-102-28656-15745.jpg,2,\\10.18.3.1\home\img_art\2580-102-28656-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\2580-102-28656-15745.jpg
2580-102-28656-78968.jpg,2,\\10.18.3.1\home\img_art\2580-102-28656-78968.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\2580-102-28656-78968.jpg
2619-213-13958-72823.jpg,2,\\10.18.3.1\home\img_art\2619-213-13958-72823.jpg | \\10.18.3.1\home\img_art\-101\2619-213-13958-72823.jpg
2636-204-13958-15745.jpg,2,\\10.18.3.1\home\img_art\2636-204-13958-15745.jpg | \\10.18.3.1\home\img_art\-101\2636-204-13958-15745.jpg
2636-204-13958-72022.jpg,2,\\10.18.3.1\home\img_art\2636-204-13958-72022.jpg | \\10.18.3.1\home\img_art\-101\2636-204-13958-72022.jpg
2636-205-13958-100035.jpg,2,\\10.18.3.1\home\img_art\2636-205-13958-100035.jpg | \\10.18.3.1\home\img_art\-101\2636-205-13958-100035.jpg
2714-222-28335-78276.jpg,2,\\10.18.3.1\home\img_art\2714-222-28335-78276.jpg | \\10.18.3.1\home\img_art\-101\2714-222-28335-78276.jpg
2714-222-28335-83517.jpg,2,\\10.18.3.1\home\img_art\2714-222-28335-83517.jpg | \\10.18.3.1\home\img_art\-101\2714-222-28335-83517.jpg
2714-229-28880-97247.jpg,2,\\10.18.3.1\home\img_art\2714-229-28880-97247.jpg | \\10.18.3.1\home\img_art\-101\2714-229-28880-97247.jpg
2724-112-27423-66.jpg,2,\\10.18.3.1\home\img_art\2724-112-27423-66.jpg | \\10.18.3.1\home\img_art\-101\2724-112-27423-66.jpg
2724-117-9921-15745.jpg,2,\\10.18.3.1\home\img_art\2724-117-9921-15745.jpg | \\10.18.3.1\home\img_art\-101\2724-117-9921-15745.jpg
2724-117-9921-78276.jpg,2,\\10.18.3.1\home\img_art\2724-117-9921-78276.jpg | \\10.18.3.1\home\img_art\-101\2724-117-9921-78276.jpg
2733-107-29467-101765.jpg,2,\\10.18.3.1\home\img_art\2733-107-29467-101765.jpg | \\10.18.3.1\home\img_art\-101\2733-107-29467-101765.jpg
2733-108-9569-35312.jpg,2,\\10.18.3.1\home\img_art\2733-108-9569-35312.jpg | \\10.18.3.1\home\img_art\-101\2733-108-9569-35312.jpg
2733-108-9569-78276.jpg,2,\\10.18.3.1\home\img_art\2733-108-9569-78276.jpg | \\10.18.3.1\home\img_art\-101\2733-108-9569-78276.jpg
2733-109-9569-35312.jpg,2,\\10.18.3.1\home\img_art\2733-109-9569-35312.jpg | \\10.18.3.1\home\img_art\-101\2733-109-9569-35312.jpg
2734-104-24830-78984.jpg,2,\\10.18.3.1\home\img_art\2734-104-24830-78984.jpg | \\10.18.3.1\home\img_art\-101\2734-104-24830-78984.jpg
2734-104-28496-99087.jpg,2,\\10.18.3.1\home\img_art\2734-104-28496-99087.jpg | \\10.18.3.1\home\img_art\-101\2734-104-28496-99087.jpg
3049-219-23572-15745.jpg,2,\\10.18.3.1\home\img_art\3049-219-23572-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3049-219-23572-15745.jpg
3049-219-23572-95669.jpg,2,\\10.18.3.1\home\img_art\3049-219-23572-95669.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3049-219-23572-95669.jpg
3049-219-23580-84081.jpg,2,\\10.18.3.1\home\img_art\3049-219-23580-84081.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3049-219-23580-84081.jpg
3049-250-23572-15745.jpg,2,\\10.18.3.1\home\img_art\3049-250-23572-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3049-250-23572-15745.jpg
3049-250-23572-95669.jpg,2,\\10.18.3.1\home\img_art\3049-250-23572-95669.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3049-250-23572-95669.jpg
